Country_Name,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1960,,147.4503693,59.7732337,107.9637786,,,,,,,,,,1807.78571,935.4604269,,70.0519099,1273.691659,93.02270027,68.4247344,89.03523943,,,1550.267699,,,304.9038598,1902.402119,102.2377224,210.1098732,,,,60.493958,74.68734697,2259.294285,,1787.360348,,505.3493255,89.52054151,155.8996328,118.6431452,220.3139899,129.3703364,251.0415229,,,381.3636818,448.2564174,,,,,,,,,,204.1148714,246.3037513,89.65277968,158.9391626,147.2355287,,,455.4623888,,923.1469876,,396.3922533,,,,140.9113183,1179.353011,285.4742861,1334.689512,,,282.4171795,1397.594803,,183.4495898,,,,,,520.3227443,,,252.7561712,,297.6764225,1402.963723,429.4428744,164.6443995,107.3498542,,70.66108456,,164.6001653,153.3532358,99.36066453,100.2035983,,102.9115865,,82.18860274,,685.6147124,191.680825,,1414.982269,1229.174748,804.4926233,429.2541461,,475.3190756,,97.44550102,,111.3424408,,241.5391631,158.2493033,,332.8918833,,,,,,371.4322754,,,,142.7796219,89.82022809,147.8627404,41.30036454,165.7784172,,2242.015817,,,,164.8008324,,,131.9931654,,,345.2305408,,151.485231,,,,,,,,,,,,44.52394299,234.9388974,2939.448335,,,132.651771,92.9604656,126.248168,1068.784587,1441.75566,50.30493772,,2312.949992,1335.435766,,,83.33794593,474.0906704,253.2649213,254.4588774,,102.1766587,,111.6718375,717.5148431,,360.4992985,,,,1385.448818,,,,,40.53721128,82.34539891,,125.859839,312.9929628,428.05898,,138.9386399,,,65.47971611,,128.7075576,,128.7340484,,,346.1631987,,,2114.002973,104.2140558,,288.057842,187.5372923,,104.4717189,90.62620023,,76.63869662,100.767475,,,365.6952501,,,,82.34539891,128.7340484,631.7065847,,509.4239634,,,62.50962537,,209.3637501,489.350725,3007.123445,,161.3752968,955.4464181,,,,,456.6480555,,,,443.0099197,232.1885645,278.8138468
1961,,146.8537009,59.86089999,113.114697,,,,,,,,,,1874.732106,1031.815004,,71.16718821,1350.197673,95.57223223,71.55818009,97.5952917,,,1651.317673,,,316.4136295,1961.538169,109.061304,205.0407821,,,,64.17613957,80.68806373,2240.433039,,1971.316323,,555.1344026,75.80583793,170.2430505,123.5148081,197.3913592,145.4059788,274.0522642,,,355.0027488,476.9014839,,,,,,,,,,192.0276125,214.7719801,78.73446091,156.0031016,147.3851174,,,375.2213046,,1004.978342,,450.0532892,,,,143.007902,1327.427224,287.2670559,1428.046001,,,331.4358018,1472.385714,,190.218883,,,,,,590.7800548,,,253.22729,,315.3854595,1466.303447,436.7544115,169.9097551,107.5773111,,68.76433933,,155.2286336,146.4116609,102.438282,104.7303915,,105.291512,,85.35430099,,739.2764064,196.9250906,,1418.12587,1436.384439,887.3367446,453.0578344,,568.9077427,,94.65129268,,109.4603502,,243.8321218,93.82864905,,338.6578544,,,,,,382.671475,,,,142.8381424,92.8819187,139.9894272,41.85674859,152.7506462,,2222.366366,,,,158.9235801,,,133.8477609,,,363.3932709,,143.1327975,,,,,,,,,,181.8360961,,46.58158517,225.9335935,2991.592897,,,139.3403234,96.97902998,131.4506526,1159.392357,1560.324931,51.81124873,,2343.292213,1384.97707,,,89.40903403,513.2516793,277.5687634,267.1828384,,106.5853255,,112.2875346,777.2150274,,382.729947,,,,1447.230631,,,,,40.68926811,86.04608276,,133.0822461,321.3612396,449.1510713,,139.3635697,,,68.10639697,,130.671308,,130.6938454,,,363.9583256,,,2288.921701,125.3114919,,270.2793628,200.1834841,,109.1292505,79.61154943,,79.12028165,107.498001,,,376.0895314,,,,86.04608276,130.6938454,676.4011784,,283.8282843,,,63.22096734,,187.0950955,601.7030027,3066.562869,,170.3812109,970.3563984,,,,,468.9230496,,,,454.9620132,220.0420671,280.8286629
1962,,156.017929,58.4580087,118.8658374,,,,,,1155.890717,,,,1851.841851,1087.834243,,73.43533082,1438.523233,94.46449724,76.52054931,100.1221296,,,1752.840006,,,327.0999965,2020.385965,116.9249682,260.4256497,,,,68.05034896,80.21271167,2268.585346,,2131.391652,,638.94536,70.90941167,171.1286396,128.5946372,235.6335244,155.7385272,289.9179458,,,334.3092487,494.7363719,,,,,,,,,,234.0516294,172.242509,71.19898892,157.4443685,148.73952,,,315.688704,,1106.237782,,520.2061314,,,,154.4933616,1411.702398,291.4733335,1578.284538,,,357.5237617,1525.775853,,195.4923977,,,,,34.79058136,617.0577577,,,261.1791338,,321.5452368,1562.593971,487.8211341,179.8763063,114.3222167,,70.13804588,,158.8848353,150.4688465,107.7933326,109.3208392,,111.2966881,,89.88175649,,797.0062884,203.4373696,254.7015332,1562.23073,1094.635848,990.2601522,463.8905134,,639.6407854,,100.3944951,,109.4811702,,246.1011784,106.1485057,,380.0633751,,,,,,425.9023506,,,,138.536654,92.62777351,143.1416005,48.16203156,158.1496197,,2311.798849,,,,181.1826409,,,138.120004,,,378.1534954,,145.8218529,,,,,,,,,,182.1818927,,47.69838391,230.2605937,3155.097538,,,148.1891599,104.3870285,140.5573456,1240.677894,1667.24743,55.02568891,,2448.628633,1474.282395,,,91.31918488,542.3281858,305.7616169,156.7038396,,111.6004653,,120.128968,854.744805,,407.8528436,,,,1543.592972,,,,,40.94418195,89.91132804,,140.7251235,320.5015389,472.0858245,,143.4726483,,,70.81304897,,138.2724601,,138.2966167,,,382.2056375,,,2468.694589,131.1620895,,287.0447884,227.7883369,,114.5818066,71.99619395,,81.99444408,113.7828498,,,418.7368333,,,,89.91132804,138.2966167,704.2231582,,309.4466243,,,62.22631459,,193.6293233,656.7132268,3243.843078,,174.4960771,1023.355237,,,,,494.6924934,,,,473.0114048,212.5784491,276.6882328
1963,,182.0440851,78.70642878,123.4789666,,,,,,850.3045786,,,,1964.15047,1167.000532,,78.51462075,1535.023729,99.85891753,78.37219583,101.9014125,,,1867.010351,,,336.9381023,2020.265247,123.4293413,292.2521734,,,,71.10643908,81.91790923,2374.498448,,2294.182847,,655.2522487,74.31364345,194.2125298,130.1752742,377.4298785,157.0558661,274.3149575,,,344.3546568,516.739524,,,,,,,,,,258.5957819,226.8954501,75.17282039,163.0068806,162.0327662,,,368.6295837,,1229.856635,,609.4873841,,,,173.486392,1522.319242,296.7083165,1744.640123,,,298.4704462,1613.456884,,211.0645678,,,,,40.75147132,695.2286244,,,280.0966364,,282.3040713,1662.170942,565.7278104,185.0488471,134.6316001,,71.96218417,,165.8468819,158.1567697,118.2744986,112.8825782,,126.1128415,,101.1264294,,852.1353017,208.132467,250.7872054,1831.705656,1257.811405,1126.019337,485.2438081,,724.6937622,,103.778721,,117.8234502,,253.9774464,146.3143419,,368.0101853,,,,,,418.2487837,,,,117.0719883,100.715395,150.625858,53.08783393,167.5021285,,2441.038555,,,,196.5312779,,,138.4071657,,,409.0455701,,152.0829166,,,,,,,,,,181.0904764,,48.50542835,279.7175405,3283.141453,,,158.7160645,107.5405726,150.5036589,1328.036649,1775.582655,46.86145326,,2622.220271,1567.434608,,,95.70337782,583.4115618,325.5163392,168.0409486,,115.6641376,,136.7610811,931.751666,,432.5117296,,,,1643.014542,,,,,41.21829693,98.97857963,,139.309841,322.3007333,511.2055753,,143.6203068,,,73.60720426,,154.6693111,,154.6937566,,,403.7570726,,,2657.022505,151.5017044,,308.1952644,238.4376376,,116.7765439,76.00537993,,87.79229795,118.143907,,,410.0375014,,,,98.97857963,154.6937566,760.3978853,,350.6629852,,,69.17354301,,197.1338154,584.2916335,3374.515171,,162.8054525,1077.403051,,,,,522.0440952,,,,511.4973636,213.8967589,277.4797151
1964,,162.1695767,82.09530653,131.892939,,,,,,1173.238105,,,,2128.068355,1269.412583,,86.16154951,1701.846276,104.3399294,80.47271812,100.2211042,,,1994.440497,,,351.1611263,2199.727007,136.312362,261.6666163,,,,75.95591847,88.29011578,2555.111146,,2501.29319,,678.1281064,85.49855516,226.2270418,137.6297641,170.467005,165.0091659,328.6550321,,,352.3368849,547.9505273,,,,,,,,,,272.9748001,238.0437104,85.063538,182.6724619,181.8999851,,,440.5602342,,1355.586566,,675.2416391,,,,149.1425861,1707.503938,310.8122766,1909.54162,,,410.9040835,1748.288118,,230.0887795,,,,,46.9760524,783.705881,,,279.9304645,,305.3663987,1792.056209,629.5915258,200.4347285,117.3518563,,77.86259725,,183.9438142,171.9307363,113.1102483,120.1383233,,113.7212285,,115.5374961,,965.1354227,221.3212827,288.1634817,2297.920643,1375.892256,1222.54454,518.8138716,,843.6168785,,108.2936884,,123.6459254,,268.7180512,123.6034948,,413.0283427,,,,,,453.6649839,,,,120.714348,110.8407685,165.3642032,57.47005138,180.7303375,,2755.633117,,,,201.261983,,,142.6593399,,,469.4761369,,169.7471622,,,,,,,,,,234.6333581,,48.29328535,289.0092278,3480.426945,,,153.259717,113.1687166,170.434841,1541.947365,1937.884614,46.00340388,,2813.546976,1690.111451,,,104.8802176,608.1004849,382.7439648,175.9557977,,125.4250001,,124.4055019,1006.434446,,468.7810816,,,,1771.915485,,,,,41.08387938,110.8746439,,139.223411,332.0811554,485.5338582,,150.7489709,,,76.48039847,,147.4346204,,147.4658175,,,419.6498547,,,2941.048899,177.9669161,,332.3050031,257.5781647,,120.8206547,85.9983571,,99.93788939,125.9386942,,,444.7607994,,,,110.8746439,147.4658175,788.696647,,369.5834686,,,76.31148622,,221.8888282,741.244998,3573.941185,,173.3873415,864.4712211,,,,,560.3796391,,,,548.9960578,242.3844725,281.558896
1965,,180.0173007,101.1083252,138.5668194,,,,,,1279.113778,,,,2277.558398,1374.53214,,51.38188126,1835.594766,110.1325846,81.72505232,106.6466444,,,2144.739089,,,377.590747,2282.216546,149.6403332,261.3543451,,1113.783042,,81.76999433,91.83037465,2770.361804,,2620.475547,,670.3956858,98.48677775,217.6024415,141.002515,232.8111278,171.6461416,307.64686,,,372.2805781,580.944136,,,,,,,,,,229.0235001,249.8835856,96.84420373,193.3859424,197.8776254,,,455.1978183,162.6084723,1468.472073,,774.7616093,,,,159.9707169,1882.086858,317.0203251,2038.163102,,,424.6204429,1873.567774,,265.3236888,,,,,234.3440851,899.2812389,,,278.8281385,,327.1157281,1923.372086,676.8055071,216.8153947,133.6795797,,82.94760837,,196.7888049,184.6354819,124.7276834,127.1845955,,128.3937708,,119.3189163,,1023.773726,248.3411523,,2723.52095,1429.314605,1304.453817,553.4506858,511.1029708,928.5188486,,104.7116739,,134.3042796,,276.2489041,108.7221312,4443.452338,431.5616019,,,,,,470.9368538,,,,152.8526755,117.0583635,178.3153463,59.50177373,197.1400993,,2780.092719,,,,206.449018,,,144.4847301,,,494.9702613,,182.5189204,,,,,,,,,,258.9904796,,55.49822441,310.3279258,3729.969704,,1763.475067,172.039679,117.1886348,273.906703,1708.096356,2164.468823,67.00747097,,2151.294927,1810.720756,101.2591791,,116.4467247,648.4360821,441.182112,187.136834,,138.4706328,,136.8714778,1110.832691,,520.9106594,204.2008304,,,1903.915869,1889.242414,,,,45.98928276,116.4844985,,141.0819293,328.5631692,516.5353033,,143.2804924,274.1752595,,79.42881316,,160.2494166,,160.2766708,,,468.6279219,,,3206.09917,187.9483705,,328.484901,273.9622218,,125.9754788,97.90417413,,109.6201206,137.9186467,,,460.8816167,,,,116.4844985,160.2766708,807.8698381,217.9112744,386.3580606,,,110.802289,,241.1133532,701.7047182,3827.52711,,175.6584477,869.5350225,,,,,597.9350857,,,,584.7041627,303.2817405,293.308788
1966,,190.6362199,137.594298,144.3683946,,,,,,1272.803204,,,,2340.438685,1486.968606,,52.1825517,1957.62608,112.9408364,82.54568401,112.6653648,,,2322.705816,,,406.0942533,2630.850466,162.3260545,315.797214,,1237.563579,,89.97955291,94.39823569,3047.106147,,2784.733548,,772.7257162,104.3245662,233.6149055,144.0153653,253.7592087,185.8922552,281.5660485,,,393.4806843,621.4347271,,,,,,,,,2487.136181,245.9875454,235.5981301,103.1197714,186.1190497,215.5566083,,1032.791817,449.920207,168.9632404,1588.972874,,889.659872,,,1339.253442,166.4134933,2010.213456,316.1298103,2186.474592,,,452.6628266,1986.747159,,267.748225,,,106.4132245,,243.7690913,997.4304675,,,283.1927246,,344.1680772,2087.167428,685.9266141,227.7409563,141.9340543,,84.9852522,,198.0486553,186.9998783,131.8488322,134.8410453,,135.5040024,,89.99730437,,1074.506506,264.9796277,,3215.694178,1513.883606,1402.442354,615.9643437,519.3735193,1068.55844,,118.2079104,,138.8429755,,299.2508569,133.4748485,4571.155742,462.3612094,,,,,,503.1727347,,,,153.8987913,105.1026016,180.1962374,60.20278873,213.6914204,,2900.433218,,,,196.3144515,,,152.1078972,,,534.2736315,,184.114652,,,,,,,,,,262.3122678,,61.4076384,321.0941605,4044.247215,,1756.219653,174.354913,124.3077925,284.55869,1835.801424,2317.194884,81.16442237,,2191.312542,1963.159947,105.5566874,,125.546992,686.0694008,507.5309532,199.9568263,,153.9456827,,146.6937187,1207.811824,,575.0076807,208.8501353,,,2067.015625,2229.752737,,,,37.48883932,95.79954822,,140.6857807,329.0533134,566.8076776,,147.155821,282.1897331,,81.87111424,,168.6952561,,168.7222909,,,562.9075424,,,3454.429789,200.2461123,,337.6462466,241.7122013,,128.342694,104.2447489,,121.8341754,161.0055216,,,492.1535582,,,,95.79954822,168.7222909,787.3384067,224.2950878,444.5494828,,,112.0321537,,259.383922,664.4398411,4146.316646,,185.2539592,876.1539264,,,,,635.3417158,,,,621.2205434,343.37367,277.2345317
1967,,192.1262673,160.8984342,128.620051,,,,,,1062.543412,,,,2576.284509,1569.667183,,54.80644312,2086.636005,111.951561,84.3630702,122.8706285,,,2556.634267,,,420.3759336,2982.749704,179.5830384,347.4930522,,1236.419664,,100.4051435,95.89648392,3217.159294,,2960.722586,,753.1279579,96.58953194,238.3104877,154.6778907,184.1304392,194.6603356,293.6442641,,,412.2351064,658.3508984,,,,,,,,,2700.74629,250.9762072,253.9237655,97.34587985,190.864988,227.9387607,,1102.085437,459.2787988,174.8626098,1714.327914,,968.3067818,,,1444.452807,157.4617104,2034.18905,333.2682051,2343.104503,,,490.1032756,2058.781882,,214.8321482,,,109.4537158,,247.8441287,1068.114556,,,287.9680471,,370.1596491,2216.864851,723.2392256,240.5468429,135.5182562,,83.41190396,,199.1594147,187.4820747,129.7409279,132.0593733,53.53729568,133.6936407,,96.33913646,,1152.004952,287.0829089,,3125.649492,1468.123862,1533.692877,636.6162749,458.1277022,1239.318377,,120.9875906,,144.0117785,,353.3033311,161.159931,4230.847778,461.9135587,,,,,,503.28988,,123.1408806,,159.5059914,109.7017345,180.7521898,61.58381798,211.0005382,,2909.660629,,,,202.8572717,,,157.4763093,,,565.6334089,,185.1008058,,48.27992471,,,,,,,,269.839802,,62.01992808,317.4242105,4231.867351,,1865.665999,160.5918309,99.40607876,299.0809355,1991.360686,2514.043772,73.96790076,,2188.399139,2082.743029,162.3238308,,139.1184751,742.1140689,500.8734862,207.4439574,,170.0953128,,135.1019197,1335.274112,,646.8227201,215.0668973,,,2197.674368,2210.064698,,,,46.64274253,103.0626366,,147.9976737,319.6393517,626.0335277,173.4358483,134.3174567,288.1869903,,84.19896458,,162.6687467,,162.6963655,,,634.7918878,,,3720.926845,189.3771021,,333.2338125,275.2676929,,130.9607828,98.40959529,,124.8788571,166.9230634,,,490.7855906,,,,103.0626366,162.6963655,823.5563085,229.0282314,481.6936799,,,113.1692177,,255.7316773,580.9702588,4336.426587,,180.3982494,892.8794648,,,,,662.741347,,,,675.1353451,360.2012387,292.2705329
1968,,203.7834039,129.108311,129.6789964,,,,307.5869784,,1141.080432,,,,2720.082609,1677.673528,,54.90076208,2222.361511,116.8951498,84.73293716,122.8475975,,,2804.333876,,,386.9399013,2830.188679,199.6295674,374.7867754,,1364.065978,,110.9786423,109.9459104,3462.678872,,3121.889031,,756.9120009,91.47271831,271.8533455,168.7021488,206.7149511,200.3950179,292.2574962,,,442.7796087,645.9283073,,,,,,,,,2776.13539,254.0517978,281.9257863,95.69914659,201.6322885,244.9849173,,1142.812524,450.9995515,180.4108537,1828.215261,,950.5457406,,,1536.320569,162.2549984,1907.077272,334.612576,2536.085114,,,520.4804212,1951.758596,,200.307094,,,93.84769049,,225.4865662,1154.438531,,,310.6617452,,334.8422489,2380.407297,714.4829696,252.5849145,139.7413664,,81.59295367,,205.7254491,193.4119326,132.8334374,135.7916839,65.05304384,136.5549505,,99.87596272,,1124.516636,318.9919066,312.8221085,2354.480027,1647.877274,1651.939377,593.6247238,374.0829977,1451.337703,,128.397262,,157.1901393,,314.6619539,198.431298,4207.731536,486.2570693,,,,,,528.4811765,,126.1016362,,150.8966192,115.3523417,186.4881096,62.46399613,210.5115258,,3175.367369,,,,212.7508556,,,165.4783754,,346.2811732,606.2111327,,191.0435234,,59.46751727,,,,,,,,288.4418017,,54.91629873,323.4024867,4579.98226,,2165.901146,150.3812123,97.20174269,307.2917569,2185.248659,2662.117492,66.54894009,,1885.156152,2233.61687,277.909232,,145.9456727,775.6393081,450.4014675,224.6355216,,182.6222427,,138.8486738,1480.693176,,719.0804919,220.096548,,,2361.93576,2512.267382,,,,48.78409978,105.6144063,777.2672726,150.0225368,326.1957965,708.6060665,187.3695034,124.7574582,290.025603,,86.55032162,,169.6148324,,169.6368862,,,676.9017616,,,3926.409001,196.3021737,,314.3510648,295.4499136,,129.7319508,96.7480682,,124.349764,174.7847538,,,514.4977543,,,,105.6144063,169.6368862,815.3271085,250.6938109,526.2134746,,,117.3845508,,261.1474486,574.3468825,4695.92339,,173.1274602,937.5986712,,,,,701.0025727,,,,711.2257424,409.7753493,299.3989358
1969,,227.6587114,129.3297604,143.7576353,,,,328.3193064,,1329.058546,,,,2986.949507,1825.386126,,55.7149339,2458.08182,116.0252571,86.52020913,135.1473813,,,3215.153897,,,396.6277006,3053.703704,211.7970162,403.8842978,,1304.340672,,126.5455484,105.7071013,3763.953379,,3344.783603,,870.3198385,100.1299033,277.9721279,173.1217176,258.6064767,205.5340294,307.9952102,,,474.7953039,695.0389817,,,,,,,,,3151.133161,281.3776046,302.7522637,104.572933,219.7968931,275.0092468,,1253.355253,527.900353,193.5860493,2027.11956,,1077.6787,,,1700.901881,177.7668643,2178.03525,357.4243836,2752.095114,,,550.7279588,2100.667869,,230.287227,,,100.1017727,,221.137218,1324.058989,,,322.4375294,,358.3219666,2592.92938,825.5234491,253.2687207,151.2805808,,85.29579643,,224.5887142,211.3107543,146.0198031,151.3080583,74.60209639,148.9691077,,107.6223184,,1291.34992,350.9135557,313.8171509,2039.196295,1852.392539,1813.388126,644.0583348,432.145547,1684.659403,,133.6653459,,142.2652037,,348.1297634,243.4224129,4019.803916,532.3739873,,,,,,577.1980917,,141.2530331,,160.9131876,125.3263208,203.90831,65.57904294,229.7786479,,3658.900683,,,,232.1259133,,,165.0115988,,374.7657917,650.3117272,,208.6889666,,57.99175065,,,,,,,,265.1650445,,58.00942919,347.3730942,4912.487595,,2529.89264,142.6991849,121.245373,320.4285036,2642.956118,2875.235844,66.63834579,,2077.895543,2429.33543,342.4750102,,153.4169694,827.1733263,490.4136037,241.7108897,,202.7498539,,153.2850816,1661.866885,,795.7593714,230.5024334,,,2573.50194,2274.456315,,,,51.7946093,113.5083829,801.0447392,160.3841481,301.2671658,812.6827969,184.760133,151.7407964,293.3879515,,90.45797623,,189.0645824,,189.0817796,,,714.1599784,,,4234.161348,251.750832,,314.1798528,365.6934068,,132.16998,105.7215644,,131.5701918,186.8791675,,,561.4004778,,,,113.5083829,189.0817796,831.426913,260.4090585,571.6177702,,,128.074736,,286.1118081,717.140948,5032.144743,,185.8985095,930.9262123,,,,,757.5731034,,,,780.6259187,485.872618,341.985387
