Country_Name,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1970,,236.5337787,156.5187713,195.4906842,,,3238.690261,359.5469852,,1322.590638,,,,3299.843207,2058.769051,,69.76938418,2765.890997,114.5566751,81.5000146,140.0027053,,,3178.86332,,,435.6833377,3387.272727,226.8069714,445.0231006,,1382.537631,,153.3263787,104.4120165,4121.932814,,,,932.8615692,113.1629916,285.2730343,176.5737092,243.7497809,207.2213002,335.1182036,,,533.0915649,755.1445594,653.4269532,,,,,2761.166833,,,3464.455156,330.1315059,336.2246929,113.4295792,226.9660132,316.3701258,,1375.975053,471.6307972,233.0137095,2236.625411,,1212.289326,,,1879.170074,211.1607252,2465.644819,422.3875438,2857.251682,,,549.4538177,2347.544318,,253.5666219,,,112.610651,111.6888386,218.2055377,1494.387984,,1498.276437,349.0249756,,379.8958762,2805.23331,960.0319615,266.1364061,154.4566157,,70.82617925,,238.604304,226.3362616,164.9900688,202.5487828,79.7145354,150.6317618,,112.4344925,,1486.747802,384.9440425,330.8853685,2576.353444,,2106.863959,748.9594581,371.5744949,2056.122046,,141.8804934,,102.6789615,279.5213239,363.2069165,279.3049689,3860.579007,563.4080825,,,,,,613.0631277,,143.2928171,4236.33302,183.9275304,135.7499736,218.2845872,66.80592968,254.9699364,,4449.5411,,,,246.0156622,12478.13122,,169.0705601,,410.7815968,689.7949287,,223.905134,,60.4756805,828.4216803,,,,,,,269.8044919,,61.76552389,357.6567994,5129.091844,,3203.711446,144.0850939,224.1044847,322.7002946,2927.072939,3306.219476,71.71859114,,,2618.573743,354.0821008,284.3582035,172.4656661,889.2377077,552.1797687,186.7746963,,231.9462843,,182.7121573,1852.354673,,934.0821561,240.2705038,,,2785.000662,2299.176389,2755.556485,,,58.52527645,120.1287917,921.3350532,176.9540281,304.7340906,925.8039129,,158.2614873,308.4398701,,93.6546805,,216.7751031,,216.7914382,461.0060612,,747.1611139,,,4736.217154,260.0289791,,343.8811821,337.0394246,,128.7917736,114.6767543,,120.0538809,192.127686,,,595.546376,,,,120.1287917,216.7914382,869.354117,284.220679,489.9303677,,,133.9715946,,305.2696645,760.5870648,5234.296666,,203.8651507,1014.453263,,,,,811.3490487,,,,834.5525029,436.7692354,356.2289954
1971,,253.7284483,159.567509,169.1685289,,,3496.532023,404.8275044,,1372.374174,,,,3489.952294,2380.978458,,71.62670983,3082.927989,112.5699756,84.28782858,133.5514189,,,3297.411067,,,474.4366126,3866.300366,239.1274987,504.7494747,,1455.887576,,197.1942216,109.4533592,4520.162878,,,,1094.682253,118.6545778,297.2803606,184.9034758,272.0654295,235.8372808,355.4075174,,,568.0964468,811.131747,779.7237894,,,,,3192.133616,,,3845.506089,360.1528526,341.3889185,118.7155625,239.8462347,341.9363103,,1540.053724,440.8571574,243.8068223,2521.097186,,1362.165524,,,2113.453205,209.562367,2716.190092,466.0253483,3169.036323,,,635.5011473,2649.801514,,269.3682352,,,116.5611998,109.3325999,217.321466,1652.325956,,1876.503239,355.0903711,,395.2029189,3078.097143,1106.469717,261.2463703,161.9786514,,76.26374897,,254.6345746,238.8173577,161.7567327,183.1824824,79.17818799,156.2345988,,118.6032415,,1704.199276,468.9569401,376.8917646,3252.099178,,2305.609751,808.6335546,374.8861448,2272.077802,,151.8299586,,135.8487853,293.9385613,441.1145778,301.1765677,4858.728915,609.7637687,,,,,,668.5256094,,155.3818533,4827.126337,185.8597435,139.710851,229.6717174,72.65886604,277.3420211,,4591.748708,,,,265.2076642,13812.71818,,177.4983312,,473.649868,738.5584763,,235.3099528,,65.38456414,874.0663356,,,,,,,283.9813252,,75.66369202,383.6714717,5504.815818,,3446.952794,149.5420414,160.2487361,333.114264,3378.614797,3736.348737,71.6298781,,2772.918597,2862.592478,401.9004645,330.7929678,178.5551136,974.9369999,599.1156553,201.0412611,,251.8724651,,173.9840554,2044.319906,,1064.537713,262.0676904,,,3053.851251,2593.115329,3246.715887,,,57.58923534,124.9074412,1177.724612,187.0769418,305.3080465,1071.41154,301.2516795,149.9072346,314.6156825,,95.3538885,,214.729916,,214.7581218,509.3600707,,815.2100317,,,5132.711607,307.3688719,,401.6080395,394.1420282,,134.6863325,120.0211289,,131.0984359,194.266671,,,647.2847671,,,,124.9074412,214.7581218,938.269947,325.5646532,455.1048582,,,146.5889396,,324.5199005,996.0880666,5609.3826,,219.1676488,1105.622678,,,,,877.6526928,,,,897.1300938,390.579238,397.7953353
1972,,267.8373185,135.317228,200.2269103,,,4218.271599,469.9740234,,1408.86538,,,,3943.787639,2924.048879,,69.13961473,3831.6319,134.8195851,99.32674697,94.38167705,,,3322.219911,,,519.5553353,4343.173432,268.5840154,586.2143756,,1906.971488,,246.5415378,123.3106512,5089.587902,,,,1173.218389,131.8835612,331.6700101,218.1760536,292.2971255,291.9774924,385.1125208,,,636.9050523,925.5275345,901.3671044,,,,,3809.981445,,,4654.298936,417.9192609,442.6776235,131.359062,256.186349,414.4882568,,1830.201015,495.5359182,257.5886508,3025.128989,,1708.808629,,,2533.21339,234.2010855,3177.645701,583.3187661,3854.555835,,,703.7842714,3030.432514,,228.8597328,,,120.1435044,119.7282088,226.0013479,1899.675784,,2196.711711,367.1188811,,395.2923993,3534.696535,1384.738437,278.616076,171.801213,,76.90186371,,280.2167509,260.3112191,164.9870716,200.2661752,90.87617148,151.7786387,,122.9818641,,2080.791586,570.3506238,388.1112804,4014.84273,,2671.137314,968.9729309,418.5811357,2967.041996,,173.4947318,,69.23329893,358.8162377,517.7320528,324.1962768,5224.917155,675.6210214,,,,,,733.165251,,165.8437912,5637.919093,196.4228877,148.5941175,251.217387,75.12364839,311.4562677,,5680.130953,,,,302.5644904,16735.01323,,193.1285826,,558.8627528,826.4773502,,257.655638,,79.15741066,975.7588009,,,,,,,321.7148148,,81.89135592,445.3501578,5997.485632,,4031.016039,155.7769905,209.2260448,344.2533977,4104.45103,4413.575692,81.386573,,3294.648943,3282.480516,472.5203841,392.2500963,153.3840396,1040.810314,646.1428162,211.4121806,,294.2979516,,197.122285,2246.476714,,1302.266268,296.1091884,,,3509.855778,2751.171538,3909.888056,,,61.81190225,122.74614,1511.670381,196.9108097,358.3679264,1264.375107,235.3330168,163.0132868,326.7697702,,119.8182066,,236.1997951,,236.251699,589.3366171,,847.9044976,,,6027.128499,321.0694305,,546.9510613,449.9434662,,153.4439645,132.8064193,,149.3508287,209.3747807,,,708.6409926,,,,122.74614,236.251699,1119.038073,422.8566931,558.420923,,,150.2165273,,360.9680881,775.9881598,6094.01799,,298.1860427,1155.404076,,,,,991.840659,,,,917.3558548,427.819426,471.9369028
1973,,339.3872465,143.1446495,241.7820753,,,5342.16856,578.6952638,,2097.02283,,,,4763.62839,3890.722419,,84.41878205,4900.962201,161.9870615,113.7803414,119.5597239,,,3696.03182,,,605.9334407,5009.29368,263.8927461,775.2733003,,2916.130273,,353.8584793,143.1158463,5838.660894,,,,1640.0297,157.0903743,429.4129337,269.592296,362.8435642,374.1277029,448.0338172,,,767.3271288,1000.862363,1088.126973,,,,,5046.755103,,,6119.370222,480.0530663,554.292909,161.5381786,319.5224271,534.1860383,,2306.242432,588.3370651,273.698607,3902.351095,,2247.553377,,,3257.950637,279.8031239,4173.173047,768.6885143,4969.762978,,,1160.321812,3426.276221,,259.7018437,,,148.1746571,119.7760284,292.4598313,2502.814745,,2860.280576,438.5448512,,420.6656159,4235.603481,1893.181242,307.3448001,202.3438522,,94.90457191,,352.6456744,323.2220047,184.9150287,207.9368328,131.0249053,179.290498,,143.7786876,,2424.649178,876.2681268,468.8540124,5437.342525,,3205.25204,968.9572294,484.3357223,3974.745605,,199.1142353,,94.3585945,592.0806924,546.1362039,406.8988301,5971.798916,865.1737426,,,,,,937.7625677,,192.8855555,7355.080307,216.9950075,178.623907,310.7587699,109.876874,387.6864383,,7709.728501,,,,364.6361067,21417.58295,,231.4359587,,734.4358472,981.4589828,,319.510745,,90.10013606,1143.620203,,,,,,,393.28245,,87.22748953,661.022691,6640.805988,,4220.1935,193.0550554,252.2326939,414.4358419,5345.575444,5689.588807,75.63696074,,4323.196535,3922.04668,598.5661842,556.8170917,101.1646559,1157.624086,752.2233843,258.3847442,,434.5994936,,235.7287092,2432.414219,,1747.989041,374.3419598,,,4200.738264,3516.394216,5583.61784,,,70.80298517,137.1577257,2227.006073,236.6172204,399.8086239,1685.459796,308.2557686,197.4465226,363.8296353,,144.3445525,,294.1348136,,294.1920611,721.3308942,,930.2370193,,,7301.215426,471.5690788,,648.5319241,460.2944794,,165.613494,163.3212277,,176.4738164,269.8879592,,,913.162994,,,,137.1577257,294.1920611,1332.78153,504.8284053,686.4900665,,,167.13582,,454.9973521,1404.726557,6726.358956,,322.4208641,1367.912274,,,,,1185.267574,,,,1225.089468,491.1116401,563.0330783
1974,,409.6685417,173.6536247,333.2898755,,,6320.809632,1063.545509,,2844.863312,,,,6473.165153,4630.757197,,94.68539954,5733.798139,174.0140945,124.3588964,182.0200185,,,3416.439318,,,786.0810652,5853.932584,429.2975596,1004.104958,1274.548372,6923.221828,,428.1984332,146.2277673,7033.011021,,,,1554.387803,160.1400937,501.5526782,297.686036,430.7021578,392.3210842,525.5257298,,,816.0368625,1285.493303,1223.691349,,,,,5639.077621,,,6770.750027,583.4844213,818.0082289,178.3200347,436.7851754,602.2303982,,2586.207344,970.012722,244.7472149,4400.424914,,2749.924663,,,3666.707355,404.9714914,5297.607817,987.92375,5328.241548,,,2432.83618,3665.862798,,296.8900239,,,183.0817649,130.3675607,354.3014528,2828.748559,,3432.706033,527.4176968,,588.137017,4730.668879,2144.607713,338.1553292,240.1826329,,112.996202,,435.5903378,401.9763984,243.2594569,291.533702,202.4954054,225.5939956,,163.4781125,,2517.322058,1453.734123,1018.095783,7040.554044,,3621.145822,1188.550667,596.4204473,4353.824355,,227.1059675,,78.11203511,1576.124975,711.0431909,563.3559578,13521.66733,1112.382271,,,,,,1190.512716,,234.2763161,8439.578876,264.7463142,232.6217376,386.4251462,133.4173662,447.9383117,,9282.806942,,,,439.0123592,22712.94336,,261.0355901,,1331.519816,1242.090043,,397.696482,,84.59767549,1245.361225,,,,,,,474.5192062,,104.7971848,799.9319789,7206.816797,,4865.650375,203.5664959,402.8499123,558.8632852,6440.97842,6811.527337,92.75222233,,4610.570426,4347.361617,1954.883148,1005.70247,137.108934,1287.954959,922.8464967,343.2905078,,479.047218,,325.2216701,2614.500941,,2000.418246,489.5614817,,,4651.936488,4375.530738,15631.69314,,,72.89440258,162.3755547,6437.418089,294.9852318,437.6157344,2341.705514,453.7879423,218.0792685,410.2895015,,128.70334,,373.2070917,,373.2635433,1100.528345,,1133.231029,,,8089.914585,545.2576171,,744.5069419,708.4208365,,163.1365433,180.2906069,,237.8142181,332.1752699,,,1169.669286,,,,162.3755547,373.2635433,2049.247301,641.1042608,927.7992157,,,200.9123531,,553.6724164,1448.325811,7225.69136,,347.9698985,2036.437849,,,,,1340.197256,,,,1499.141068,653.278691,654.4141916
1975,,424.3373803,186.5108383,377.898463,,,7169.101006,1143.761235,26848.08818,2027.337202,,,,6994.308218,5285.620724,,113.7531561,6701.377361,207.3003128,152.7279968,277.5706052,,,3156.250827,,,885.9579357,6509.433962,480.8036551,1153.830915,1633.823012,7228.040373,,479.0912931,193.3549821,7511.211343,,,,719.5991575,178.3418196,607.2350017,383.4405469,446.9755403,499.2019558,544.2909066,,,936.3368228,1485.161329,1379.081841,,,976.3342448,,6236.358881,,,7999.112667,699.6030037,936.7900822,196.6239652,458.4882179,647.1668885,,2999.162773,1105.420555,301.7494289,5076.000883,,3209.837445,,,4245.234402,443.9059164,6255.544641,1186.676079,6690.57827,,,3331.994318,4299.745618,,281.4061265,,,213.3068921,142.2818203,407.71064,3153.235776,,4257.949712,594.6518036,,663.3956652,5230.87189,2252.111881,356.457397,267.1960772,,133.7502478,,461.0079741,430.4039669,284.2391319,325.8805109,233.1166609,271.8326323,,158.036171,,2973.866039,1581.930432,1151.818714,6454.177152,,4106.993868,1410.446,659.7748406,4674.445481,,240.0831927,,,999.4160647,753.6322943,617.4560619,11768.4683,1170.483751,,,,,,1218.087817,,269.4739177,10513.20529,275.6277195,252.3149711,418.9607014,128.8431755,483.8331484,,9008.029113,,,,502.756524,28247.54967,,302.1492277,,1433.458811,1476.313217,,430.2650168,,128.1509529,1560.112154,,,,,,,528.6200399,,113.8799734,764.5663786,7773.084689,,6163.380119,202.257101,438.3313022,566.6221647,7335.508997,8204.451512,117.4177468,,4171.76974,4822.115258,2377.10755,1099.544303,168.0803848,1395.476185,1094.161608,360.7533479,,432.0431119,,361.125485,2738.243153,,2127.637507,541.4879412,,888.8178288,5171.096555,5260.420752,15292.57418,,,131.019799,169.8135591,6304.116447,348.0100792,574.1332295,2489.911575,385.8154636,223.6748635,453.4924515,,183.1953649,,400.8253508,,400.8868845,1230.3057,,1295.812757,,,10117.30668,576.8838728,,806.2326445,905.9499685,,211.468197,198.798529,,256.1021441,351.6193358,,,1192.290416,,,368.0522381,169.8135591,400.8868845,2416.248314,765.1896458,1136.375596,,,219.7510474,,598.8518788,1250.200808,7801.456664,,347.4328617,2082.310039,,,,,1465.698828,,,,1512.770965,529.7428421,694.5324939
1976,,411.0623911,197.4455076,444.5042983,,,7151.249909,1377.560668,30117.94893,1948.224686,,,,7476.748748,5678.386658,,118.9149331,7243.047341,208.6564032,155.6490569,141.1971589,,,3328.615937,,,717.061406,7261.278195,534.2732859,1390.624912,1760.660094,8461.889582,,483.1413197,225.9131745,8809.26466,,,,961.424604,165.4055404,694.3832471,378.1236216,409.5242253,476.8504788,623.4289691,,,1122.807632,1511.874938,1443.302433,,,1157.411648,,6634.856899,,,8787.589722,748.9906207,1037.60716,196.1043693,489.2070705,699.5725883,,3095.400205,1264.911641,337.7743689,5273.701061,,3279.312671,,,4420.106169,508.5957213,6739.690713,1182.094134,6866.816892,,,4550.074193,4138.167788,,271.1255783,,,201.1248785,145.8778567,418.0080975,3390.544976,,4844.676329,696.2220153,,602.6248473,5652.622602,2850.01461,414.6231405,276.2441275,,169.3107588,,492.8496705,456.9291585,287.9988131,381.8306115,278.1966702,245.5469423,,161.0920922,,2920.040691,2017.411084,1471.149534,7583.275298,,4033.099354,1443.053458,804.7998473,5197.622337,,246.4868614,,,735.1242355,681.8215291,834.134208,12093.26837,1263.283046,,,,,,1322.557114,,277.9311692,11385.6967,256.2868068,274.1715376,443.1899033,123.7134401,519.5602328,,9825.239715,,,,524.1791237,28810.87301,,280.6789305,,1758.249025,1453.670672,,455.661179,,142.3780078,1726.559448,,,,,,,565.5770128,776.6443341,120.8726248,886.2300432,8613.028989,,5957.541117,199.5315864,556.7021704,638.3048137,7925.688062,8927.201627,105.8928233,,4373.840998,5179.16644,2760.541488,1338.8944,191.3010842,1444.748181,1006.890862,402.801155,,469.5461972,,411.2563621,2946.461953,,2173.283934,593.6543256,,873.1707938,5571.625739,5401.97363,18906.15333,,,141.5310109,161.9053028,8202.77002,419.9310196,567.444141,2758.94038,414.2486511,191.7413237,548.1520223,,188.6610689,,422.3959372,,422.4533027,1379.342218,,1412.212354,,,10868.27577,528.5842538,,814.474738,979.3282682,,207.5288221,198.2719603,,251.3265307,391.5693898,,,1296.677895,,,336.6254647,161.9053028,422.4533027,2439.177473,779.0448678,1275.956574,,,221.6160047,,626.0902466,1290.630911,8592.253537,,339.136668,2314.990328,,,,,1566.802089,,,,1416.708821,537.2206872,664.1027557
1977,,455.7538987,224.2250016,454.9230878,,,7751.843307,1536.229212,33823.18166,2129.708361,,,1246.69016,7765.070544,6810.627685,,142.0529839,8426.946959,218.453984,176.783351,131.3732273,,,3617.45307,,,858.8218118,8370.786517,617.3068292,1567.006182,1988.895188,9917.30147,,564.129011,248.6860332,8919.057461,,,,1278.32816,185.4228329,891.6346023,430.3813993,509.0667703,469.6879304,773.7458155,,,1393.000516,1736.749154,1472.729582,,,1476.271543,,7682.953775,,624.6061219,9783.852022,848.2854171,1192.744227,223.015671,533.6072615,821.1480301,,3484.12278,1493.333583,357.0779478,5974.735447,,3627.590663,,,4982.261956,544.0367622,7069.105738,1202.631355,7532.52696,,,4154.219468,4681.439932,,306.809965,,,239.43311,148.978152,429.4165844,3886.374451,792.4549727,5713.954919,854.6366434,,590.0653705,6349.354055,3429.420276,497.9382908,316.239301,,178.860637,,548.4747517,505.4411186,305.837025,390.5742169,333.6943767,268.9713567,,186.2135042,,3427.610455,2315.893105,1591.882266,9957.254434,,4603.599701,1561.735828,962.0106438,6335.286871,,307.016432,,,682.6769224,1012.568184,1055.880041,12253.86654,1340.974805,,,,,,1421.022872,,315.1699403,12412.42797,287.5616366,308.0470692,488.2982898,157.3488151,594.3295034,,10855.98186,,,,590.2322509,31430.43382,,294.9342463,,1981.419337,1301.324622,,501.551578,,156.4059494,2037.897337,,,,,,,566.2303052,893.9149524,141.0103755,1027.292911,9400.465837,,6158.946739,235.1886384,536.2161789,750.2502313,9166.808195,10266.12067,98.54200742,,4950.588205,5787.807163,2803.394083,1476.597921,213.1687025,1489.964055,899.2555182,450.3408107,,496.8041299,,441.5708521,3208.771356,,2267.371003,712.6585154,,892.6431754,6255.935093,5669.999124,19842.03606,,,160.3842428,183.114197,9038.879187,506.6597172,567.0256629,2846.335988,448.0700351,218.1918006,678.0392587,,103.8186092,,451.8617292,,451.955461,1538.369431,,1793.658028,,,11448.61939,571.2468283,,1044.353068,954.7628852,,219.8136948,225.4763228,,308.6953426,445.4208525,,,1395.204231,,,378.2380471,183.114197,451.955461,3020.242941,863.0676112,1427.371795,,,258.2961789,,682.066567,1440.226655,9452.576519,,505.1087102,2593.076488,,,,,1741.678489,,,,1535.118781,469.594201,650.1557988
1978,,495.5466234,247.3540878,482.6184998,,,9127.81228,1632.798269,28457.07803,2146.364959,,,1416.540531,8241.997276,8205.468977,,154.5162733,10289.76842,263.5814315,225.9415178,176.0339474,,,4131.386427,,,980.7519338,8876.865672,703.1354273,1744.257054,2209.767015,10715.17654,,709.189338,292.4700089,9123.691334,,,,1441.942086,156.3963885,1074.862008,574.1663895,615.9789076,523.9123291,904.0106935,,,1555.540411,1759.82502,1835.111536,,,1929.403607,,9482.04285,,769.1197571,11826.01861,854.647162,1456.419396,212.5337853,578.6951187,1020.850169,,4223.932128,1572.400531,358.847797,7286.797046,,4356.43922,,,6042.490616,584.583118,7628.815714,1360.785401,9264.775293,,,3452.615557,5976.938169,,345.8344229,,,288.0557773,158.8667021,,4694.633782,991.2280739,7235.549741,925.1257445,,658.4360002,7546.281872,3923.943731,895.6479864,355.7578039,,180.273204,,580.7655247,537.7504689,338.35646,411.7886675,365.915842,308.98857,,205.6933833,,4400.676295,2168.869791,1847.668968,11236.73574,,5610.498099,1255.731737,1163.013013,8820.691945,,348.8064444,,,784.7191836,1131.119908,1405.822374,12663.48935,1492.942096,,,,,,1577.45825,,345.7702001,17499.12595,188.0584813,331.7267615,519.851413,210.6837023,610.3525805,,13493.85152,,,,690.1708003,38349.39576,,324.3846534,,2054.301459,1589.27364,,533.3896123,,178.9908135,2558.740255,,,,,,,553.7607512,1087.698161,160.9387662,1246.558309,10424.52908,,6152.782529,313.8994464,527.3112806,695.9796442,11179.38956,11462.64159,111.8066138,,5936.98526,6888.035482,2653.281709,1595.201581,243.3358381,1721.77463,748.9924969,506.3988106,,574.8479325,,477.192967,3567.752629,,2457.313216,849.5248677,,1014.193732,7465.571445,6969.934043,21109.99605,,,188.1847569,203.4850498,9282.661166,431.812084,618.1550892,3193.905657,515.6646801,296.4441449,706.6155011,,105.1133335,,486.0611256,,486.2063052,1624.203605,,2053.878353,,,12620.51861,619.5424325,,1376.546579,1112.612128,,256.8238713,214.8711176,,319.9418085,528.6267551,,,1542.989917,,,455.1050152,203.4850498,486.2063052,3381.234537,984.8001008,1549.644358,,,206.6384294,,721.0637978,1707.485587,10564.94822,,616.536676,2737.001671,,,,,2016.273136,,,,1722.22663,514.4919068,627.9671176
1979,,563.3845172,275.7381154,584.5447854,,,11818.47334,2138.824494,33512.63342,2520.920716,,,1760.831324,9281.523356,9793.765348,,193.1499639,11810.61588,327.8223122,262.0760096,200.769677,,,5533.251938,,,1074.294773,9613.3829,809.4121785,1908.48761,2667.079584,14945.84109,,947.7550457,327.3412249,10043.66096,,,,1937.266572,183.9831522,1189.568397,707.5442896,587.1515848,694.1768268,1061.848345,,,1734.61797,1999.188487,2000.280189,,,2559.259675,,11281.02332,,733.9615647,13751.99895,969.4980483,1782.69932,242.3436126,686.2538522,1091.784717,,5132.710934,1821.04718,426.3465239,8790.781469,,5770.214614,,,7272.388502,715.5990822,9332.245264,1640.556911,11179.6329,,,4275.257364,7804.762081,,372.0601208,,,335.8048909,153.006192,,5705.949371,1153.9605,8480.694827,1027.083696,,683.3303919,8651.173047,4569.453707,993.7254974,387.3694431,,195.754238,,683.3485544,629.3326152,382.3336822,490.1496827,356.9213392,334.2211981,,224.0010188,,5430.81338,2427.465299,2852.111974,12640.64081,,6990.285807,1137.027471,1420.565995,9103.564756,,394.6373811,,,728.9361104,1354.154947,1783.622313,19093.01649,1722.919287,,,,,,1839.178176,,365.3956996,19761.24848,227.5097653,372.2535913,605.4186128,222.7291009,718.8987713,,15740.28939,,,,809.627607,45845.10983,,408.9371863,,2606.120668,2034.988669,,623.6653053,,229.3458141,3195.552586,,,,,,,636.223424,1275.035826,174.186763,1576.048806,11515.46003,,7561.192276,362.4959638,662.2639609,481.7590681,12798.54325,13046.53722,126.1333096,,6668.138666,7881.073294,3419.265724,2026.711245,260.5623336,1918.162773,932.7466182,596.8372794,,659.4481356,,584.7653039,4024.50942,,2755.624618,1103.913114,,1216.585462,8522.790224,8169.159542,27455.0149,,,222.8134383,222.5682114,12241.25715,491.5774251,751.0253442,3900.533553,678.825745,334.8038972,767.799244,,100.1940609,,567.9413606,,568.1841199,1978.012616,,2180.72269,,,14877.16429,725.1126728,,2030.135903,1151.175005,,227.0800033,244.9996355,,337.4496798,589.88506,,,1804.136868,,,484.0849456,222.5682114,568.1841199,4306.781889,1157.377923,2079.220269,,,177.2015733,,865.0217312,2479.962509,11674.18631,,713.4678685,3270.600986,,,,1059.673506,2301.795614,,,,2071.550931,587.944616,723.1067339
